Date,Content,Rating
10/4/2016,For me a subscription is useless without a good app for watching offline content. This app doesn t do that. *after the mayor update I renewed my subscribtion,5
10/4/2016,Really Nice..,5
10/4/2016,Chromecast is very convenient if your tv supports it.,4
10/2/2016,"I remember this app two years ago, it has changed so much for the better. It would be nice if you could add the Paths feature to it.",5
10/2/2016,"I often work nightshift security and try to continue learning things in my down time using my phone (Samsung galaxy S5). But this app causes more headaches then it helps solve. Logging into pluralsite with my digital tutors site name seems to cause enough trouble, but I have to go in unauthorise and re authorise my phone about once a week. This app gets 2 stars because I can still get to the lessons I'm paying for monthly, when it doesn't kick me out without warning.",2
10/1/2016,Awesome...📖,4
9/30/2016,It must be working like Netflix app.windows to Android app.continue from anywhere.Now works with  digitaltutors account it's good.please fix above,3
9/30/2016,"It's been 1.5 years since my previous comment, and I still can't actually use my pluralsight subscription on the move! So its absolutely not worth paying for the more expensive subscription.  The choppy video issues have been solved,but now I need to be permanently connected to the Internet in order to view previously downloaded 'offline' content. This means you can't actually use this app on an airplane / bus / train, etc. because the content will be hidden. Today my offline content was randomly deleted.",1
9/29/2016,I use it all the time for my studies. I like that we can download the videos. All in all a good app,5
9/28/2016,#NAME?,1
9/28/2016,Amazing collection of courses. Love the experience,5
9/27/2016,I recommend to anyone looking to upgrade theirs skills. I do wish however there was more participation by the instructors in the discussions tab.,4
9/26/2016,perfect,5
9/26/2016,It does what i want it to do,5
9/25/2016,Love it makes me fell better at my role in it,5
9/25/2016,Great ui and courses. Cheers,5
9/25/2016,Love the courses,5
9/24/2016,After application upgrade nothing works.,2
9/24/2016,It looses downloaded courses and after the last update it crashes after I switch to some other application(e.g. WhatsApp). The couses are good but without reliable application they are worthless.,2
9/22/2016,Only reason not 5 stars is issue with 4g. Cannot stream smoothly even with strong 4g signal.,4
9/22/2016,"Content for technical courses is very good. However, facing issues related to downloaded course related files after every update.Many of the downloaded course files get deleted or are not recognised and shown missing causing to repeat downloads.Please fix the same.  [Edit] bug report with screenshots sent across on 09/23 to below mentioned mail id. please also fix the updates so that re- login is not required every couple of days.",3
9/18/2016,"the player takes a very long time to remember last position. also, when playing, try to turn off the device screen, then turn on again. player will go crazy.    this makes the app hard to use if you need to pause and resume often",2
9/18/2016,I am lucky to get a video to play on the pixel C. App just hangs at the video player constantly,1
9/18/2016,Awesome work ...very helpful for developers like me!!,4
9/18/2016,Screen Cast option is not there,3
9/16/2016,I uninstalled this app several months ago due to annoying bugs. I'm happy to say they have all been resolved and this is an awesome app now!,5
9/16/2016,u Lerner the robotz,4
9/15/2016,Now I can hear the course while the app is in the background!,5
9/15/2016,Train time.  Watch on train multiple times per week.  I have yet to have issues.,5
9/14/2016,"The app is very good an gets frequent updates an improvements. A little buggy but looks to be getting better over time. They have fixed a few of my issues so they do take reviews seriously.  I just wish it wouldn't log you out of app every few weeks. Annoying. Just save the password forever. It's a long, complex password, an it's a pain to re-enter. Not sure why there login policy is so short but it would be nice not to have to save the password in a note pad on the phone.",4
9/14/2016,Functions on on WiFi but useless even on 4g. Constant freezings and dropouts.,2
9/13/2016,"I seem to have a problem making downloads to go into sd card. I have tried several times, no matter you have selected downloaded location to be sd card, it still downloads courses to internal memory. I even restarted phone; still it downloads to internal memory. Please fix this sooner. Cheers",4
9/13/2016,"Content is good and app sucks... Video disappears still audio plays, there is no way to go back to video except exit the app and open the app..then go to course and resume.",1
9/11/2016,"I'm sick of paying to download content to my device only for it to demand a logon when I have no data access! That's why I downloaded the content, knowing data access is unavailable! I'm paying money for content it won't let me see. Will be cancelling subscription.",1
9/11/2016,"After sorting the downloaded play back issues, 5 stars!",5
9/8/2016,The previous version had some serious issues but this new version has fixed them all and is reliable and responsive. Good job!!,5
9/7/2016,Excellente!!,5
9/7/2016,Very nice this apps. To learn to future tecnologics,5
9/7/2016,"I pause the application and turn the screen off. Then, when someone calls me, the app starts by itself and I have to listen to the speaker and the lection. It's uncomfortable. I have to refuse the call, turn off the app, and then call the person myself. I have a Xiaomi phone. MIUI7. Is it the same for others?",3
